source_kind	source_index	source_key	parameter_monomial	coefficient_exact
FIRST	9	('X-2', 9)	(76,)	"(('-449418133696/7025*V^14*U^8 + 3741710117968/4215*V^12*U^11 - 100481632401808/21075*V^10*U^14 + 248110872077248/21075*V^8*U^17 - 224529996791104/21075*V^6*U^20 - 3593861308672/1405*V^4*U^23 + 17207931957248/21075*V^2*U^26', '1'), ('33283256384/281*V^14*U^8 - 1385528173360/843*V^12*U^11 + 7441524234032/843*V^10*U^14 - 18374732009792/843*V^8*U^17 + 16628366522816/843*V^6*U^20 + 1330780829440/281*V^4*U^23 - 1274394529792/843*V^2*U^26', '1'), ('-137871920872/1405*V^14*U^8 + 1147877049526/843*V^12*U^11 - 30825626811406/4215*V^10*U^14 + 76115136345736/4215*V^8*U^17 - 68881025552728/4215*V^6*U^20 - 1102520180704/281*V^4*U^23 + 5279027380736/4215*V^2*U^26', '1'), ('61756988048/1405*V^14*U^8 - 514168721084/843*V^12*U^11 + 13807727161004/4215*V^10*U^14 - 34094263254224/4215*V^8*U^17 + 30853887034352/4215*V^6*U^20 + 493852012736/281*V^4*U^23 - 2364635444224/4215*V^2*U^26', '1'), ('-14892710112/1405*V^14*U^8 + 41330630232/281*V^12*U^11 - 1109912062392/1405*V^10*U^14 + 2740612817952/1405*V^8*U^17 - 2480140358496/1405*V^6*U^20 - 119092512384/281*V^4*U^23 + 190077437952/1405*V^2*U^26', '1'), ('7829771712/7025*V^14*U^8 - 21729382832/1405*V^12*U^11 + 583531002992/7025*V^10*U^14 - 1440864191552/7025*V^8*U^17 + 1303922031296/7025*V^6*U^20 + 62612323584/1405*V^4*U^23 - 99932311552/7025*V^2*U^26', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(77,)	"(('331124013472/21075*V^13*U^9 - 3094024434544/21075*V^11*U^12 + 1779569957008/7025*V^9*U^15 + 7019373481216/7025*V^7*U^18 - 56454122812096/21075*V^5*U^21 + 213511910144/21075*V^3*U^24 - 20456230912/21075*V*U^27', '1'), ('-24522565088/843*V^13*U^9 + 229138970576/843*V^11*U^12 - 131792374832/281*V^9*U^15 - 519844638464/281*V^7*U^18 + 4180910609984/843*V^5*U^21 - 15812382976/843*V^3*U^24 + 1514958848/843*V*U^27', '1'), ('101581801804/4215*V^13*U^9 - 949180863058/4215*V^11*U^12 + 545934197806/1405*V^9*U^15 + 2153394428512/1405*V^7*U^18 - 17318923669672/4215*V^5*U^21 + 65500911008/4215*V^3*U^24 - 6275536384/4215*V*U^27', '1'), ('-45501550136/4215*V^13*U^9 + 425166711572/4215*V^11*U^12 - 244540378604/1405*V^9*U^15 - 964570255808/1405*V^7*U^18 + 7757667807248/4215*V^5*U^21 - 29339831872/4215*V^3*U^24 + 2811001856/4215*V*U^27', '1'), ('3657569328/1405*V^13*U^9 - 34176346056/1405*V^11*U^12 + 58970961576/1405*V^9*U^15 + 232606311552/1405*V^7*U^18 - 623587718304/1405*V^5*U^21 + 2358435456/1405*V^3*U^24 - 225957888/1405*V*U^27', '1'), ('-1922949728/7025*V^13*U^9 + 17968051856/7025*V^11*U^12 - 31003703376/7025*V^9*U^15 - 122291665152/7025*V^7*U^18 + 327848285504/7025*V^5*U^21 - 1239936256/7025*V^3*U^24 + 118796288/7025*V*U^27', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(78,)	"(('40123545728/7025*V^14*U^7 - 412549668608/7025*V^12*U^10 + 1084649525824/7025*V^10*U^13 + 545908024096/4215*V^8*U^16 - 15262515374384/21075*V^6*U^19 + 2703212451008/21075*V^4*U^22 + 444700672/21075*V^2*U^25', '1'), ('-2971491712/281*V^14*U^7 + 30552831232/281*V^12*U^10 - 80327573696/281*V^10*U^13 - 202145789920/843*V^8*U^16 + 1130319793936/843*V^6*U^19 - 200196000832/843*V^4*U^22 - 32933888/843*V^2*U^25', '1'), ('12309050096/1405*V^14*U^7 - 126561460256/1405*V^12*U^10 + 332747395768/1405*V^10*U^13 + 167472966172/843*V^8*U^16 - 4682214966938/4215*V^6*U^19 + 829288062056/4215*V^4*U^22 + 136424704/4215*V^2*U^25', '1'), ('-5513594464/1405*V^14*U^7 + 56690691904/1405*V^12*U^10 - 149047585712/1405*V^10*U^13 - 75016188248/843*V^8*U^16 + 2097305179492/4215*V^6*U^19 - 371463113104/4215*V^4*U^22 - 61108736/4215*V^2*U^25', '1'), ('1329604416/1405*V^14*U^7 - 13670971776/1405*V^12*U^10 + 35942855328/1405*V^10*U^13 + 6030056304/281*V^8*U^16 - 168588522216/1405*V^6*U^19 + 29859468192/1405*V^4*U^22 + 4912128/1405*V^2*U^25', '1'), ('-699033216/7025*V^14*U^7 + 7187448576/7025*V^12*U^10 - 18896785728/7025*V^10*U^13 - 3170273504/1405*V^8*U^16 + 88634616016/7025*V^6*U^19 - 15698473792/7025*V^4*U^22 - 2582528/7025*V^2*U^25', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(79,)	"(('57231426448/7025*V^18*U^5 + 37556459520016/21075*V^16*U^8 - 167724604811296/7025*V^14*U^11 + 2407733407072256/21075*V^12*U^14 - 4282578199956592/21075*V^10*U^17 - 341741151686176/4215*V^8*U^20 + 13263471261008576/21075*V^6*U^23 - 9646848144065792/21075*V^4*U^26 + 12970481876992/281*V^2*U^29', '1'), ('-4238476592/281*V^18*U^5 - 2781377023664/843*V^16*U^8 + 12421441426784/281*V^14*U^11 - 178313250586624/843*V^12*U^14 + 317161541839568/843*V^10*U^17 + 126544274871520/843*V^8*U^20 - 982273480803904/843*V^6*U^23 + 714431608346368/843*V^4*U^26 - 24014377779200/281*V^2*U^29', '1'), ('17557383886/1405*V^18*U^5 + 11521522668862/4215*V^16*U^8 - 51454339976572/1405*V^14*U^11 + 738641378465792/4215*V^12*U^14 - 1313803868697394/4215*V^10*U^17 - 104838913900732/843*V^8*U^20 + 4068950767845032/4215*V^6*U^23 - 2959447748680544/4215*V^4*U^26 + 19895339294720/281*V^2*U^29', '1'), ('-7864481324/1405*V^18*U^5 - 5160837197708/4215*V^16*U^8 + 23047949421848/1405*V^14*U^11 - 330859731939328/4215*V^12*U^14 + 588492343498196/4215*V^10*U^17 + 46960508795288/843*V^8*U^20 - 1822605664361488/4215*V^6*U^23 + 1325625827855296/4215*V^4*U^26 - 8911722004480/281*V^2*U^29', '1'), ('1896521256/1405*V^18*U^5 + 414845643384/1405*V^16*U^8 - 5558017647312/1405*V^14*U^11 + 26595630342144/1405*V^12*U^14 - 47305015739208/1405*V^10*U^17 - 3774845386224/281*V^8*U^20 + 146507241073824/1405*V^6*U^23 - 106558311835008/1405*V^4*U^26 + 2149063557120/281*V^2*U^29', '1'), ('-997087056/7025*V^18*U^5 - 218103129584/7025*V^16*U^8 + 2922101418912/7025*V^14*U^11 - 13982526521344/7025*V^12*U^14 + 24870387678608/7025*V^10*U^17 + 1984607059424/1405*V^8*U^20 - 77025487177024/7025*V^6*U^23 + 56022527089408/7025*V^4*U^26 - 225971994624/281*V^2*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(80,)	"(('99283700992/7025*V^17*U^6 + 60013321520672/21075*V^15*U^9 - 758813411162528/21075*V^13*U^12 + 3174026636502176/21075*V^11*U^15 - 274138848573056/1405*V^9*U^18 - 4211413325732384/21075*V^7*U^21 + 12536614849897408/21075*V^5*U^24 - 5920333531441408/21075*V^3*U^27 + 5831394119680/281*V*U^30', '1'), ('-7352807168/281*V^17*U^6 - 4444499713888/843*V^15*U^9 + 56196622738912/843*V^13*U^12 - 235063817838304/843*V^11*U^15 + 101511631349120/281*V^9*U^18 + 311891174275936/843*V^7*U^21 - 928443547226432/843*V^5*U^24 + 438451330802432/843*V^3*U^27 - 10796615168000/281*V*U^30', '1'), ('30458126944/1405*V^17*U^6 + 18410810102204/4215*V^15*U^9 - 232787808805196/4215*V^13*U^12 + 973723836362732/4215*V^11*U^15 - 84099965721392/281*V^9*U^18 - 1291971999504188/4215*V^7*U^21 + 3845966686686856/4215*V^5*U^24 - 1816232356869856/4215*V^3*U^27 + 8944738188800/281*V*U^30', '1'), ('-13643112896/1405*V^17*U^6 - 8246756643736/4215*V^15*U^9 + 104272674487864/4215*V^13*U^12 - 436160248903288/4215*V^11*U^15 + 37670908949728/281*V^9*U^18 + 578713191395992/4215*V^7*U^21 - 1722724374916304/4215*V^5*U^24 + 813545203738304/4215*V^3*U^27 - 4006617779200/281*V*U^30', '1'), ('3290039424/1405*V^17*U^6 + 662902342128/1405*V^15*U^9 - 8381792154672/1405*V^13*U^12 + 35060043970224/1405*V^11*U^15 - 9084347284032/281*V^9*U^18 - 46518934239216/1405*V^7*U^21 + 138478443381792/1405*V^5*U^24 - 65395529937792/1405*V^3*U^27 + 966196684800/281*V*U^30', '1'), ('-1729722624/7025*V^17*U^6 - 348517762528/7025*V^15*U^9 + 4406687474272/7025*V^13*U^12 - 18432651843424/7025*V^11*U^15 + 4776052501632/1405*V^9*U^18 + 24457109058016/7025*V^7*U^21 - 72804384867392/7025*V^5*U^24 + 34381389723392/7025*V^3*U^27 - 101594664960/281*V*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(81,)	"(('-3097745328448/7025*V^16*U^7 + 174082907760256/21075*V^14*U^10 - 86078929474608/1405*V^12*U^13 + 4578969929752832/21075*V^10*U^16 - 1458469987350208/4215*V^8*U^19 + 223551760608416/1405*V^6*U^22 + 592969646463616/21075*V^4*U^25 - 141062268686336/21075*V^2*U^28', '1'), ('229414534592/281*V^16*U^7 - 12892328138624/843*V^14*U^10 + 31874404526160/281*V^12*U^13 - 339111884278528/843*V^10*U^16 + 540060879588160/843*V^8*U^19 - 82779598836320/281*V^6*U^22 - 43914473608064/843*V^4*U^25 + 10446867410944/843*V^2*U^28', '1'), ('-950322354136/1405*V^16*U^7 + 53404932031792/4215*V^14*U^10 - 26407184008506/281*V^12*U^13 + 1404730544889824/4215*V^10*U^16 - 447427559356456/843*V^8*U^19 + 68580923506412/281*V^6*U^22 + 181910470555312/4215*V^4*U^25 - 43274902564352/4215*V^2*U^28', '1'), ('425678019824/1405*V^16*U^7 - 23921678383328/4215*V^14*U^10 + 11828573482404/281*V^12*U^13 - 629221141786816/4215*V^10*U^16 + 200416286802704/843*V^8*U^19 - 30719462284408/281*V^6*U^22 - 81483181527008/4215*V^4*U^25 + 19384132922368/4215*V^2*U^28', '1'), ('-102652340256/1405*V^16*U^7 + 1922905854144/1405*V^14*U^10 - 2852462878776/281*V^12*U^13 + 50578935043968/1405*V^10*U^16 - 16110142648992/281*V^8*U^19 + 7408004519952/281*V^6*U^22 + 6549895214784/1405*V^4*U^25 - 1558162520064/1405*V^2*U^28', '1'), ('53968981056/7025*V^16*U^7 - 1010958633344/7025*V^14*U^10 + 1499668830576/1405*V^12*U^13 - 26591635226368/7025*V^10*U^16 + 8469831094592/1405*V^8*U^19 - 3894723243552/1405*V^6*U^22 - 3443576345984/7025*V^4*U^25 + 819196555264/7025*V^2*U^28', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(82,)	"(('-953228718336/1405*V^15*U^8 + 36663490415216/4215*V^13*U^11 - 890815224621712/21075*V^11*U^14 + 1881892180637152/21075*V^9*U^17 - 271101836154352/7025*V^7*U^20 - 2585786661226688/21075*V^5*U^23 + 615657259206656/7025*V^3*U^26 - 136150105063424/21075*V*U^29', '1'), ('352973694720/281*V^15*U^8 - 13576225122320/843*V^13*U^11 + 65972485952048/843*V^11*U^14 - 139370210587808/843*V^9*U^17 + 20077409526608/281*V^7*U^20 + 191499616831552/843*V^5*U^23 - 45594685364224/281*V^3*U^26 + 10083079684096/843*V*U^29', '1'), ('-292430288352/281*V^15*U^8 + 11247578747762/843*V^13*U^11 - 273283156490734/4215*V^11*U^14 + 577324478842564/4215*V^9*U^17 - 83168274931714/1405*V^7*U^20 - 793264328291816/4215*V^5*U^23 + 188870547406592/1405*V^3*U^26 - 41767955283968/4215*V*U^29', '1'), ('130988338368/281*V^15*U^8 - 5038129460308/843*V^13*U^11 + 122411761019756/4215*V^11*U^14 - 258601031407976/4215*V^9*U^17 + 37253576569076/1405*V^7*U^20 + 355326997196944/4215*V^5*U^23 - 84600809686528/1405*V^3*U^26 + 18709125824512/4215*V*U^29', '1'), ('-31587864192/281*V^15*U^8 + 404981978184/281*V^13*U^11 - 9839873612088/1405*V^11*U^14 + 20787230277648/1405*V^9*U^17 - 8983707496344/1405*V^7*U^20 - 28562392324512/1405*V^5*U^23 + 20401502303232/1405*V^3*U^26 - 1503903154176/1405*V*U^29', '1'), ('16607169792/1405*V^15*U^8 - 212917354384/1405*V^13*U^11 + 5173266885488/7025*V^11*U^14 - 10928787734048/7025*V^9*U^17 + 4723141610544/7025*V^7*U^20 + 15016542306112/7025*V^5*U^23 - 10725993080832/7025*V^3*U^26 + 790669950976/7025*V*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(83,)	"(('210555078272/7025*V^16*U^6 - 9883232980992/7025*V^14*U^9 + 93353900279264/7025*V^12*U^12 - 325178403436576/7025*V^10*U^15 + 1057321386204704/21075*V^8*U^18 + 878248250611744/21075*V^6*U^21 - 1981297966395008/21075*V^4*U^24 + 254446983286784/21075*V^2*U^27', '1'), ('-15593404288/281*V^16*U^6 + 731937927168/281*V^14*U^9 - 6913654711456/281*V^12*U^12 + 24082241815904/281*V^10*U^15 - 78303691237216/843*V^8*U^18 - 65041794049376/843*V^6*U^21 + 146732059176832/843*V^4*U^24 - 18843975233536/843*V^2*U^27', '1'), ('64593817904/1405*V^16*U^6 - 3031965586944/1405*V^14*U^9 + 28638990257348/1405*V^12*U^12 - 99757815153532/1405*V^10*U^15 + 324363704010428/4215*V^8*U^18 + 269427876259708/4215*V^6*U^21 - 607820058795056/4215*V^4*U^24 + 78058920447488/4215*V^2*U^27', '1'), ('-28933517536/1405*V^16*U^6 + 1358108752896/1405*V^14*U^9 - 12828266755432/1405*V^12*U^12 + 44684531550488/1405*V^10*U^15 - 145292277536152/4215*V^8*U^18 - 120684864827672/4215*V^6*U^21 + 272260920635104/4215*V^4*U^24 - 34964942728192/4215*V^2*U^27', '1'), ('6977323584/1405*V^16*U^6 - 327508199424/1405*V^14*U^9 + 3093539113008/1405*V^12*U^12 - 10775683787472/1405*V^10*U^15 + 11679087334896/1405*V^8*U^18 + 9701059823856/1405*V^6*U^21 - 21885258624192/1405*V^4*U^24 + 2810600994816/1405*V^2*U^27', '1'), ('-3668294784/7025*V^16*U^6 + 172185882624/7025*V^14*U^9 - 1626413517408/7025*V^12*U^12 + 5665264647072/7025*V^10*U^15 - 6140224777696/7025*V^8*U^18 - 5100286194656/7025*V^6*U^21 + 11506070929792/7025*V^4*U^24 - 1477660143616/7025*V^2*U^27', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(84,)	"(('-1766382604448/7025*V^15*U^7 + 31161631519648/7025*V^13*U^10 - 630513678951632/21075*V^11*U^13 + 1956413260006576/21075*V^9*U^16 - 839860581663488/7025*V^7*U^19 + 22260927793216/843*V^5*U^22 + 270415367708416/21075*V^3*U^25 - 21478563549184/21075*V*U^28', '1'), ('130815738592/281*V^15*U^7 - 2307785319392/281*V^13*U^10 + 46694930303728/843*V^11*U^13 - 144889133845904/843*V^9*U^16 + 62198858858752/281*V^7*U^19 - 41215302161600/843*V^5*U^22 - 20026570667264/843*V^3*U^25 + 1590671323136/843*V*U^28', '1'), ('-541888598636/1405*V^15*U^7 + 9559725505036/1405*V^13*U^10 - 193428180875174/4215*V^11*U^13 + 600185960362282/4215*V^9*U^16 - 257651356224416/1405*V^7*U^19 + 34145894937560/843*V^5*U^22 + 82957681018912/4215*V^3*U^25 - 6589166284288/4215*V*U^28', '1'), ('242728232824/1405*V^15*U^7 - 4282089130424/1405*V^13*U^10 + 86642311058716/4215*V^11*U^13 - 268841377897988/4215*V^9*U^16 + 115409806625344/1405*V^7*U^19 - 15294975309040/843*V^5*U^22 - 37159245209408/4215*V^3*U^25 + 2951486139392/4215*V*U^28', '1'), ('-58533962256/1405*V^15*U^7 + 1032626656656/1405*V^13*U^10 - 6964603590168/1405*V^11*U^13 + 21610384150824/1405*V^9*U^16 - 27831098123136/1405*V^7*U^19 + 1229462125920/281*V^5*U^22 + 2986986489984/1405*V^3*U^25 - 237250492416/1405*V*U^28', '1'), ('30773953056/7025*V^15*U^7 - 542898567456/7025*V^13*U^10 + 3661607307568/7025*V^11*U^13 - 11361556979024/7025*V^9*U^16 + 14632067847936/7025*V^7*U^19 - 129276776384/281*V^5*U^22 - 1570393981184/7025*V^3*U^25 + 124733321216/7025*V*U^28', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(85,)	"(('-2501181514944/7025*V^14*U^8 + 20599818986432/4215*V^12*U^11 - 106430683255232/4215*V^10*U^14 + 247804290516608/4215*V^8*U^17 - 1129377499637408/21075*V^6*U^20 + 56177468751488/21075*V^4*U^23 + 42676965675008/21075*V^2*U^26', '1'), ('185233882176/281*V^14*U^8 - 7627963864640/843*V^12*U^11 + 39410511640640/843*V^10*U^14 - 91760135116160/843*V^8*U^17 + 83640062686432/843*V^6*U^20 - 4160422010752/843*V^4*U^23 - 3160594296832/843*V^2*U^26', '1'), ('-767309269608/1405*V^14*U^8 + 6319586150024/843*V^12*U^11 - 32650669031624/843*V^10*U^14 + 76021083646256/843*V^8*U^17 - 346468986429356/4215*V^6*U^20 + 17234052090416/4215*V^4*U^23 + 13092385005056/4215*V^2*U^26', '1'), ('343700944272/1405*V^14*U^8 - 2830733073616/843*V^12*U^11 + 14625218568016/843*V^10*U^14 - 34052134215904/843*V^8*U^17 + 155193899661304/4215*V^6*U^20 - 7719651269344/4215*V^4*U^23 - 5864473775104/4215*V^2*U^26', '1'), ('-82883551968/1405*V^14*U^8 + 227543950368/281*V^12*U^11 - 1175624801568/281*V^10*U^14 + 2737226342592/281*V^8*U^17 - 12475013391792/1405*V^6*U^20 + 620531819712/1405*V^4*U^23 + 471406344192/1405*V^2*U^26', '1'), ('43575634368/7025*V^14*U^8 - 119630152768/1405*V^12*U^11 + 618079163968/1405*V^10*U^14 - 1439083768192/1405*V^8*U^17 + 6558679127392/7025*V^6*U^20 - 326241661312/7025*V^4*U^23 - 247839649792/7025*V^2*U^26', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(86,)	"(('-928655799232/7025*V^13*U^9 + 37164146137216/21075*V^11*U^12 - 59505627822592/7025*V^9*U^15 + 119154568988672/7025*V^7*U^18 - 238882391351296/21075*V^5*U^21', '1'), ('68774904128/281*V^13*U^9 - 2752322862464/843*V^11*U^12 + 4406900653568/281*V^9*U^15 - 8824414885888/281*V^7*U^18 + 17691284086784/843*V^5*U^21', '1'), ('-284891839624/1405*V^13*U^9 + 11401169270512/4215*V^11*U^12 - 18255060478144/1405*V^9*U^15 + 36554086440704/1405*V^7*U^18 - 73284034819072/4215*V^5*U^21', '1'), ('127611640016/1405*V^13*U^9 - 5106927283808/4215*V^11*U^12 + 8176991693696/1405*V^9*U^15 - 16373676852736/1405*V^7*U^18 + 32826127566848/4215*V^5*U^21', '1'), ('-30773572704/1405*V^13*U^9 + 410512181184/1405*V^11*U^12 - 1971883194624/1405*V^9*U^15 + 3948515472384/1405*V^7*U^18 - 2638675759104/1405*V^5*U^21', '1'), ('16179059904/7025*V^13*U^9 - 215824832384/7025*V^11*U^12 + 1036708237824/7025*V^9*U^15 - 2075913283584/7025*V^7*U^18 + 1387271266304/7025*V^5*U^21', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(87,)	"(('3780056731744/4215*V^18*U^6 + 19553981085904/1405*V^16*U^9 - 1149948988732352/4215*V^14*U^12 + 1878119724438528/1405*V^12*U^15 - 590954314596976/281*V^10*U^18 - 1577100226987296/1405*V^8*U^21 + 7429458093290208/1405*V^6*U^24 - 13509621764244608/4215*V^4*U^27 + 417499426541568/1405*V^2*U^30', '1'), ('-1399727646880/843*V^18*U^6 - 7240697660080/281*V^16*U^9 + 425817786943040/843*V^14*U^12 - 695454139714560/281*V^12*U^15 + 1094130526187600/281*V^10*U^18 + 583988798653920/281*V^8*U^21 - 2751074555888160/281*V^6*U^24 + 5002515153676160/843*V^4*U^27 - 154597015695360/281*V^2*U^30', '1'), ('1159640974708/843*V^18*U^6 + 5998745335078/281*V^16*U^9 - 352779881571464/843*V^14*U^12 + 576167169549696/281*V^12*U^15 - 906461048100410/281*V^10*U^18 - 483820792708572/281*V^8*U^21 + 2279199661873956/281*V^6*U^24 - 4144464504742256/843*V^4*U^27 + 128079940670976/281*V^2*U^30', '1'), ('-519438137672/843*V^18*U^6 - 2687018804252/281*V^16*U^9 + 158020739770576/843*V^14*U^12 - 258082637700864/281*V^12*U^15 + 406031219115940/281*V^10*U^18 + 216717912709848/281*V^8*U^21 - 1020922210897704/281*V^6*U^24 + 1856430542679904/843*V^4*U^27 - 57370865040384/281*V^2*U^30', '1'), ('41754203856/281*V^18*U^6 + 647975126088/281*V^16*U^9 - 12702244412448/281*V^14*U^12 + 62236680086016/281*V^12*U^15 - 97914510306360/281*V^10*U^18 - 52261568319312/281*V^8*U^21 + 246195596876976/281*V^6*U^24 - 149226199814592/281*V^4*U^27 + 13834995664896/281*V^2*U^30', '1'), ('-21952074656/1405*V^18*U^6 - 340669849488/1405*V^16*U^9 + 6678144758848/1405*V^14*U^12 - 32720639394816/1405*V^12*U^15 + 10295617885872/281*V^10*U^18 + 27476271690912/1405*V^8*U^21 - 129436167463776/1405*V^6*U^24 + 78454966840192/1405*V^4*U^27 - 7273683357696/1405*V^2*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	9	('X-2', 9)	(88,)	"(('1018307347808/4215*V^17*U^7 + 6341411539120/281*V^15*U^10 - 1334497994421872/4215*V^13*U^13 + 1141114086808480/843*V^11*U^16 - 6766198095181232/4215*V^9*U^19 - 2767804588100256/1405*V^7*U^22 + 1207799788076160/281*V^5*U^25 - 473362194738176/281*V^3*U^28 + 164515440050176/1405*V*U^31', '1'), ('-377071840160/843*V^17*U^7 - 11740893962000/281*V^15*U^10 + 494154947943440/843*V^13*U^13 - 2112731433548000/843*V^11*U^16 + 2505474179410640/843*V^9*U^19 + 1024898004993120/281*V^7*U^22 - 2236197596016000/281*V^5*U^25 + 876412972057600/281*V^3*U^28 - 60918876651520/281*V*U^31', '1'), ('312395027156/843*V^17*U^7 + 9727050650450/281*V^15*U^10 - 409395589754354/843*V^13*U^13 + 1750347608234300/843*V^11*U^16 - 2075725607044874/843*V^9*U^19 - 849103555349292/281*V^7*U^22 + 1852636379415600/281*V^5*U^25 - 726087246636160/281*V^3*U^28 + 50469836511232/281*V*U^31', '1'), ('-139931146504/843*V^17*U^7 - 4357039105300/281*V^15*U^10 + 183380621546836/843*V^13*U^13 - 784033439426200/843*V^11*U^16 + 929780050168516/843*V^9*U^19 + 380339069678328/281*V^7*U^22 - 829851662450400/281*V^5*U^25 + 325236357981440/281*V^3*U^28 - 22606960652288/281*V*U^31', '1'), ('11248141392/281*V^17*U^7 + 1050700858200/281*V^15*U^10 - 14740757945928/281*V^13*U^13 + 63023273967600/281*V^11*U^16 - 74738882150568/281*V^9*U^19 - 91718843292432/281*V^7*U^22 + 200118895617600/281*V^5*U^25 - 78430813263360/281*V^3*U^28 + 5451673116672/281*V*U^31', '1'), ('-5913656992/1405*V^17*U^7 - 110480198640/281*V^15*U^10 + 7749883581328/1405*V^13*U^13 - 6626837479520/281*V^11*U^16 + 39293612837968/1405*V^9*U^19 + 48220746880032/1405*V^7*U^22 - 21042312059520/281*V^5*U^25 + 8246925622272/281*V^3*U^28 - 2866191286272/1405*V*U^31', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
