k	label	terms	degree	leadcoef	leadmonom	trailcoef	trailmonom
1283	J_6_80	3704	4	-189/2	B2c_31_27*target_b*Hfact_0_27^2	-4900896	A3c_76_22
1284	J_7_79	4682	4	-108	B2c_31_26*target_b*Hfact_0_27^2	-7701408	A3c_76_22
1285	J_8_78	5906	4	-243/2	B2c_47_13*target_b*Hfact_0_27^2	-9626760	A3c_76_22
1286	J_9_77	6828	4	-226	B2c_47_13*target_b*Hfact_0_31*Hfact_1_22	-9626760	A3c_76_22
1287	J_10_76	7420	4	-209/2	B2c_47_13*target_b*Hfact_1_26^2	-7701408	A3c_76_22
1288	J_11_75	7971	4	-192	B2c_47_13*target_b*Hfact_1_30*Hfact_2_21	-4900896	A3c_76_22
1289	J_12_74	8214	4	-175/2	B2c_47_13*target_b*Hfact_2_25^2	-2450448	A3c_76_22
1290	J_13_73	8199	4	-158	B2c_47_13*target_b*Hfact_2_29*Hfact_3_20	-942480	A3c_76_22
1291	J_14_72	7906	4	-141/2	B2c_47_13*target_b*Hfact_3_24^2	1447264	A3c_96_1
1292	J_15_71	7014	4	-124	B2c_47_13*target_b*Hfact_3_28*Hfact_4_19	11475072	A3c_96_1
1293	J_16_70	6062	4	-107/2	B2c_47_13*target_b*Hfact_4_23^2	39699072	A3c_96_1
1294	J_17_69	4898	4	-90	B2c_47_13*target_b*Hfact_4_27*Hfact_5_18	78161664	A3c_96_1
1295	J_18_68	3809	4	-73/2	B2c_47_13*target_b*Hfact_5_22^2	95538240	A3c_96_1
1296	J_19_67	2817	4	-56	B2c_47_13*target_b*Hfact_5_26*Hfact_6_17	73833984	A3c_96_1
1297	J_20_66	1978	4	-39/2	B2c_47_13*target_b*Hfact_6_21^2	34753152	A3c_96_1
1298	J_21_65	1151	4	-22	B2c_47_13*target_b*Hfact_6_22*Hfact_7_19	8692992	A3c_96_1
1299	J_22_64	623	4	-5/2	B2c_47_13*target_b*Hfact_7_20^2	622944	A3c_96_1
1300	J_23_63	37	3	84	B2c_60_3^2*Hfact_7_19	-377984	A3c_96_1
1301	J_0_87	195	4	-14	B2c_32_32*target_b*Hfact_0_28^2	-414	A3c_75_23
1302	J_1_86	426	4	-55	B2c_31_32*target_b*Hfact_0_27*Hfact_0_28	-7038	A3c_75_23
1303	J_2_85	753	4	-165/2	B2c_31_31*target_b*Hfact_0_27*Hfact_0_28	-56304	A3c_75_23
1304	J_3_84	1186	4	-110	B2c_31_30*target_b*Hfact_0_27*Hfact_0_28	-281520	A3c_75_23
1305	J_4_83	1715	4	-275/2	B2c_31_29*target_b*Hfact_0_27*Hfact_0_28	-985320	A3c_75_23
1306	J_5_82	2350	4	-165	B2c_31_28*target_b*Hfact_0_27*Hfact_0_28	-2561832	A3c_75_23
1307	J_6_81	3097	4	-385/2	B2c_31_27*target_b*Hfact_0_27*Hfact_0_28	-5123664	A3c_75_23
1308	J_7_80	4035	4	-220	B2c_31_26*target_b*Hfact_0_27*Hfact_0_28	-8051472	A3c_75_23
1309	J_8_79	5009	4	-495/2	B2c_47_13*target_b*Hfact_0_27*Hfact_0_28	-10064340	A3c_75_23
1310	J_9_78	5839	4	-461/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_23	-10064340	A3c_75_23
1311	J_10_77	6470	4	-427/2	B2c_47_13*target_b*Hfact_1_26*Hfact_1_27	-8051472	A3c_75_23
1312	J_11_76	6911	4	-393/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_22	-5123664	A3c_75_23
1313	J_12_75	7139	4	-359/2	B2c_47_13*target_b*Hfact_2_25*Hfact_2_26	-2561832	A3c_75_23
1314	J_13_74	7176	4	-325/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_21	-985320	A3c_75_23
1315	J_14_73	6997	4	-291/2	B2c_47_13*target_b*Hfact_3_24*Hfact_3_25	-281520	A3c_75_23
1316	J_15_72	6457	4	-257/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_20	-56304	A3c_75_23
1317	J_16_71	5537	4	-223/2	B2c_47_13*target_b*Hfact_4_23*Hfact_4_24	-7038	A3c_75_23
1318	J_17_70	4527	4	-189/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_19	-414	A3c_75_23
1319	J_18_69	3557	4	-155/2	B2c_47_13*target_b*Hfact_5_22*Hfact_5_23	-348	A3c_75_22
1320	J_19_68	2694	4	-121/2	B2c_47_13*target_b*Hfact_5_26*Hfact_6_18	-282	A3c_75_21
1321	J_20_67	1926	4	-87/2	B2c_47_13*target_b*Hfact_6_21*Hfact_6_22	-216	A3c_75_20
1322	J_21_66	1265	4	-53/2	B2c_47_13*target_b*Hfact_6_23*Hfact_7_19	-150	A3c_75_19
1323	J_22_65	699	4	-19/2	B2c_47_13*target_b*Hfact_7_20*Hfact_7_21	-84	A3c_75_18
1324	J_23_64	137	4	9/2	B2c_60_3*target_b*Hfact_7_19*Hfact_8_22	-18	A3c_75_17
1325	J_0_88	155	4	-57/2	B2c_32_32*target_b*Hfact_0_28*Hfact_0_29	-432	A3c_74_24
1326	J_1_87	344	4	-28	B2c_31_32*target_b*Hfact_0_28^2	-7344	A3c_74_24
1327	J_2_86	584	4	-42	B2c_31_31*target_b*Hfact_0_28^2	-58752	A3c_74_24
1328	J_3_85	969	4	-56	B2c_31_30*target_b*Hfact_0_28^2	-293760	A3c_74_24
1329	J_4_84	1405	4	-70	B2c_31_29*target_b*Hfact_0_28^2	-1028160	A3c_74_24
1330	J_5_83	1886	4	-84	B2c_31_28*target_b*Hfact_0_28^2	-2673216	A3c_74_24
1331	J_6_82	2549	4	-98	B2c_31_27*target_b*Hfact_0_28^2	-5346432	A3c_74_24
1332	J_7_81	3336	4	-112	B2c_31_26*target_b*Hfact_0_28^2	-8401536	A3c_74_24
1333	J_8_80	4110	4	-126	B2c_47_13*target_b*Hfact_0_28^2	-10501920	A3c_74_24
1334	J_9_79	4862	4	-235	B2c_47_13*target_b*Hfact_0_31*Hfact_1_24	-10501920	A3c_74_24
1335	J_10_78	5461	4	-109	B2c_47_13*target_b*Hfact_1_27^2	-8401536	A3c_74_24
1336	J_11_77	5770	4	-201	B2c_47_13*target_b*Hfact_1_30*Hfact_2_23	-5346432	A3c_74_24
1337	J_12_76	6087	4	-92	B2c_47_13*target_b*Hfact_2_26^2	-2673216	A3c_74_24
1338	J_13_75	6150	4	-167	B2c_47_13*target_b*Hfact_2_29*Hfact_3_22	-1028160	A3c_74_24
1339	J_14_74	5946	4	-75	B2c_47_13*target_b*Hfact_3_25^2	-293760	A3c_74_24
1340	J_15_73	5681	4	-133	B2c_47_13*target_b*Hfact_3_28*Hfact_4_21	-58752	A3c_74_24
1341	J_16_72	4946	4	-58	B2c_47_13*target_b*Hfact_4_24^2	-7344	A3c_74_24
1342	J_17_71	3970	4	-99	B2c_47_13*target_b*Hfact_4_27*Hfact_5_20	-432	A3c_74_24
1343	J_18_70	3245	4	-41	B2c_47_13*target_b*Hfact_5_23^2	-366	A3c_74_23
1344	J_19_69	2458	4	-65	B2c_47_13*target_b*Hfact_5_26*Hfact_6_19	-300	A3c_74_22
1345	J_20_68	1776	4	-24	B2c_47_13*target_b*Hfact_6_22^2	-234	A3c_74_21
1346	J_21_67	1242	4	-31	B2c_47_13*target_b*Hfact_6_24*Hfact_7_19	-168	A3c_74_20
1347	J_22_66	743	4	-7	B2c_47_13*target_b*Hfact_7_21^2	-102	A3c_74_19
1348	J_23_65	216	4	3	B2c_47_13*target_b*Hfact_7_19*Hfact_8_22	-36	A3c_74_18
1349	J_0_89	122	4	-29/2	B2c_32_32*target_b*Hfact_0_29^2	-450	A3c_73_25
1350	J_1_88	272	4	-57	B2c_31_32*target_b*Hfact_0_28*Hfact_0_29	-7650	A3c_73_25
1351	J_2_87	488	4	-171/2	B2c_31_31*target_b*Hfact_0_28*Hfact_0_29	-61200	A3c_73_25
1352	J_3_86	777	4	-114	B2c_31_30*target_b*Hfact_0_28*Hfact_0_29	-306000	A3c_73_25
1353	J_4_85	1132	4	-285/2	B2c_31_29*target_b*Hfact_0_28*Hfact_0_29	-1071000	A3c_73_25
1354	J_5_84	1560	4	-171	B2c_31_28*target_b*Hfact_0_28*Hfact_0_29	-2784600	A3c_73_25
1355	J_6_83	2052	4	-399/2	B2c_31_27*target_b*Hfact_0_28*Hfact_0_29	129360	A3c_97_0
1356	J_7_82	2704	4	-228	B2c_31_26*target_b*Hfact_0_28*Hfact_0_29	2202480	A3c_97_0
1357	J_8_81	3405	4	-513/2	B2c_47_13*target_b*Hfact_0_28*Hfact_0_29	17650080	A3c_97_0
1358	J_9_80	4024	4	-479/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_25	88421760	A3c_97_0
1359	J_10_79	4508	4	-445/2	B2c_47_13*target_b*Hfact_1_27*Hfact_1_28	310161600	A3c_97_0
1360	J_11_78	4864	4	-411/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_24	808476480	A3c_97_0
1361	J_12_77	4978	4	-377/2	B2c_47_13*target_b*Hfact_2_26*Hfact_2_27	1621751040	A3c_97_0
1362	J_13_76	5122	4	-343/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_23	2557376640	A3c_97_0
1363	J_14_75	5078	4	-309/2	B2c_47_13*target_b*Hfact_3_25*Hfact_3_26	3210086880	A3c_97_0
1364	J_15_74	4851	4	-275/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_22	3227272296	A3c_97_0
1365	J_16_73	4279	4	-241/2	B2c_47_13*target_b*Hfact_4_24*Hfact_4_25	2604266352	A3c_97_0
1366	J_17_72	3563	4	-207/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_21	1690068960	A3c_97_0
1367	J_18_71	2852	4	-173/2	B2c_47_13*target_b*Hfact_5_23*Hfact_5_24	889576128	A3c_97_0
1368	J_19_70	2217	4	-139/2	B2c_47_13*target_b*Hfact_5_26*Hfact_6_20	388032624	A3c_97_0
1369	J_20_69	1628	4	-105/2	B2c_47_13*target_b*Hfact_6_22*Hfact_6_23	143420256	A3c_97_0
1370	J_21_68	1149	4	-71/2	B2c_47_13*target_b*Hfact_6_25*Hfact_7_19	43579872	A3c_97_0
1371	J_22_67	716	4	-37/2	B2c_47_13*target_b*Hfact_7_21*Hfact_7_22	9412560	A3c_97_0
1372	J_23_66	353	4	-3/2	B2c_47_13*target_b*Hfact_7_20*Hfact_8_22	1025208	A3c_97_0
1373	J_24_65	8	2	189/2	B2c_60_3^2	-6000	A3c_97_0
1374	J_0_90	91	4	-59/2	B2c_32_32*target_b*Hfact_0_29*Hfact_0_30	-468	A3c_72_26
1375	J_1_89	208	4	-29	B2c_31_32*target_b*Hfact_0_29^2	-7956	A3c_72_26
1376	J_2_88	376	4	-87/2	B2c_31_31*target_b*Hfact_0_29^2	-63648	A3c_72_26
1377	J_3_87	605	4	-58	B2c_31_30*target_b*Hfact_0_29^2	-318240	A3c_72_26
1378	J_4_86	885	4	-145/2	B2c_31_29*target_b*Hfact_0_29^2	-1113840	A3c_72_26
1379	J_5_85	1226	4	-87	B2c_31_28*target_b*Hfact_0_29^2	-2895984	A3c_72_26
1380	J_6_84	1627	4	-203/2	B2c_31_27*target_b*Hfact_0_29^2	-12936	A3c_96_1
1381	J_7_83	2144	4	-116	B2c_31_26*target_b*Hfact_0_29^2	-219744	A3c_96_1
1382	J_8_82	2725	4	-261/2	B2c_47_13*target_b*Hfact_0_29^2	-1756440	A3c_96_1
1383	J_9_81	3247	4	-244	B2c_47_13*target_b*Hfact_0_31*Hfact_1_26	-8773632	A3c_96_1
1384	J_10_80	3665	4	-227/2	B2c_47_13*target_b*Hfact_1_28^2	-30673440	A3c_96_1
1385	J_11_79	3978	4	-210	B2c_47_13*target_b*Hfact_1_30*Hfact_2_25	-79648128	A3c_96_1
1386	J_12_78	4173	4	-193/2	B2c_47_13*target_b*Hfact_2_27^2	-159056352	A3c_96_1
1387	J_13_77	4262	4	-176	B2c_47_13*target_b*Hfact_2_29*Hfact_3_24	-249500160	A3c_96_1
1388	J_14_76	4233	4	-159/2	B2c_47_13*target_b*Hfact_3_26^2	-311206896	A3c_96_1
1389	J_15_75	4095	4	-142	B2c_47_13*target_b*Hfact_3_28*Hfact_4_23	-310920672	A3c_96_1
1390	J_16_74	3677	4	-125/2	B2c_47_13*target_b*Hfact_4_25^2	-251703360	A3c_96_1
1391	J_17_73	3091	4	-108	B2c_47_13*target_b*Hfact_4_27*Hfact_5_22	-171392256	A3c_96_1
1392	J_18_72	2498	4	-91/2	B2c_47_13*target_b*Hfact_5_24^2	-106656480	A3c_96_1
1393	J_19_71	1962	4	-74	B2c_47_13*target_b*Hfact_5_26*Hfact_6_21	-64838592	A3c_96_1
1394	J_20_70	1481	4	-57/2	B2c_47_13*target_b*Hfact_6_23^2	-35546112	A3c_96_1
1395	J_21_69	1057	4	-40	B2c_47_13*target_b*Hfact_6_25*Hfact_7_20	-14450688	A3c_96_1
1396	J_22_68	649	4	-23/2	B2c_47_13*target_b*Hfact_7_22^2	-3416328	A3c_96_1
1397	J_23_67	376	4	-6	B2c_47_13*target_b*Hfact_7_21*Hfact_8_22	-247680	A3c_96_1
1398	J_24_66	37	3	-9/2	B2c_60_3^2*Hfact_7_19	66360	A3c_96_1
1399	J_0_91	67	4	-15	B2c_32_32*target_b*Hfact_0_30^2	-486	A3c_71_27
1400	J_1_90	154	4	-59	B2c_31_32*target_b*Hfact_0_29*Hfact_0_30	-8262	A3c_71_27
1401	J_2_89	265	4	-177/2	B2c_31_31*target_b*Hfact_0_29*Hfact_0_30	-66096	A3c_71_27
1402	J_3_88	458	4	-118	B2c_31_30*target_b*Hfact_0_29*Hfact_0_30	-330480	A3c_71_27
1403	J_4_87	675	4	-295/2	B2c_31_29*target_b*Hfact_0_29*Hfact_0_30	-1156680	A3c_71_27
1404	J_5_86	907	4	-177	B2c_31_28*target_b*Hfact_0_29*Hfact_0_30	-3007368	A3c_71_27
1405	J_6_85	1243	4	-413/2	B2c_31_27*target_b*Hfact_0_29*Hfact_0_30	-6014736	A3c_71_27
1406	J_7_84	1640	4	-236	B2c_31_26*target_b*Hfact_0_29*Hfact_0_30	-9451728	A3c_71_27
1407	J_8_83	2064	4	-531/2	B2c_47_13*target_b*Hfact_0_29*Hfact_0_30	-11814660	A3c_71_27
1408	J_9_82	2540	4	-497/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_27	-11814660	A3c_71_27
1409	J_10_81	2894	4	-463/2	B2c_47_13*target_b*Hfact_1_28*Hfact_1_29	-9451728	A3c_71_27
1410	J_11_80	3098	4	-429/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_26	-6014736	A3c_71_27
1411	J_12_79	3344	4	-395/2	B2c_47_13*target_b*Hfact_2_27*Hfact_2_28	-3007368	A3c_71_27
1412	J_13_78	3439	4	-361/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_25	-1156680	A3c_71_27
1413	J_14_77	3376	4	-327/2	B2c_47_13*target_b*Hfact_3_26*Hfact_3_27	-330480	A3c_71_27
1414	J_15_76	3386	4	-293/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_24	-66096	A3c_71_27
1415	J_16_75	3116	4	-259/2	B2c_47_13*target_b*Hfact_4_25*Hfact_4_26	-8262	A3c_71_27
1416	J_17_74	2605	4	-225/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_23	-486	A3c_71_27
1417	J_18_73	2171	4	-191/2	B2c_47_13*target_b*Hfact_5_24*Hfact_5_25	-420	A3c_71_26
1418	J_19_72	1729	4	-157/2	B2c_47_13*target_b*Hfact_5_26*Hfact_6_22	-354	A3c_71_25
1419	J_20_71	1289	4	-123/2	B2c_47_13*target_b*Hfact_6_23*Hfact_6_24	-288	A3c_71_24
1420	J_21_70	975	4	-89/2	B2c_47_13*target_b*Hfact_6_25*Hfact_7_21	-222	A3c_71_23
1421	J_22_69	663	4	-55/2	B2c_47_13*target_b*Hfact_7_22*Hfact_7_23	-156	A3c_71_22
1422	J_23_68	332	4	-21/2	B2c_47_13*target_b*Hfact_7_22*Hfact_8_22	-90	A3c_71_21
1423	J_24_67	102	4	3	B2c_60_3*target_b*Hfact_8_22^2	-24	A3c_71_20
1424	J_0_92	45	4	-61/2	B2c_32_32*target_b*Hfact_0_30*Hfact_0_31	-504	A3c_70_28
1425	J_1_91	108	4	-30	B2c_31_32*target_b*Hfact_0_30^2	-8568	A3c_70_28
1426	J_2_90	201	4	-45	B2c_31_31*target_b*Hfact_0_30^2	-68544	A3c_70_28
1427	J_3_89	331	4	-60	B2c_31_30*target_b*Hfact_0_30^2	-342720	A3c_70_28
1428	J_4_88	491	4	-75	B2c_31_29*target_b*Hfact_0_30^2	-1199520	A3c_70_28
1429	J_5_87	688	4	-90	B2c_31_28*target_b*Hfact_0_30^2	-3118752	A3c_70_28
1430	J_6_86	915	4	-105	B2c_31_27*target_b*Hfact_0_30^2	-6237504	A3c_70_28
1431	J_7_85	1209	4	-120	B2c_31_26*target_b*Hfact_0_30^2	-9801792	A3c_70_28
1432	J_8_84	1572	4	-135	B2c_47_13*target_b*Hfact_0_30^2	-12252240	A3c_70_28
1433	J_9_83	1909	4	-253	B2c_47_13*target_b*Hfact_0_31*Hfact_1_28	-12252240	A3c_70_28
1434	J_10_82	2199	4	-118	B2c_47_13*target_b*Hfact_1_29^2	-9801792	A3c_70_28
1435	J_11_81	2417	4	-219	B2c_47_13*target_b*Hfact_1_30*Hfact_2_27	-6237504	A3c_70_28
1436	J_12_80	2574	4	-101	B2c_47_13*target_b*Hfact_2_28^2	-3118752	A3c_70_28
1437	J_13_79	2658	4	-185	B2c_47_13*target_b*Hfact_2_29*Hfact_3_26	-1199520	A3c_70_28
1438	J_14_78	2681	4	-84	B2c_47_13*target_b*Hfact_3_27^2	-342720	A3c_70_28
1439	J_15_77	2650	4	-151	B2c_47_13*target_b*Hfact_3_28*Hfact_4_25	-68544	A3c_70_28
1440	J_16_76	2496	4	-67	B2c_47_13*target_b*Hfact_4_26^2	-8568	A3c_70_28
1441	J_17_75	2161	4	-117	B2c_47_13*target_b*Hfact_4_27*Hfact_5_24	-504	A3c_70_28
1442	J_18_74	1785	4	-50	B2c_47_13*target_b*Hfact_5_25^2	-438	A3c_70_27
1443	J_19_73	1431	4	-83	B2c_47_13*target_b*Hfact_5_26*Hfact_6_23	-372	A3c_70_26
1444	J_20_72	1120	4	-33	B2c_47_13*target_b*Hfact_6_24^2	-306	A3c_70_25
1445	J_21_71	833	4	-49	B2c_47_13*target_b*Hfact_6_25*Hfact_7_22	-240	A3c_70_24
1446	J_22_70	589	4	-16	B2c_47_13*target_b*Hfact_7_23^2	-174	A3c_70_23
1447	J_23_69	369	4	-15	B2c_47_13*target_b*Hfact_7_23*Hfact_8_22	-108	A3c_70_22
1448	J_24_68	163	4	1	B2c_47_13*target_b*Hfact_8_22^2	-42	A3c_70_21
1449	J_0_93	30	4	-31/2	B2c_32_32*target_b*Hfact_0_31^2	-522	A3c_69_29
1450	J_1_92	72	4	-61	B2c_31_32*target_b*Hfact_0_30*Hfact_0_31	-8874	A3c_69_29
1451	J_2_91	138	4	-183/2	B2c_31_31*target_b*Hfact_0_30*Hfact_0_31	-70992	A3c_69_29
1452	J_3_90	229	4	-122	B2c_31_30*target_b*Hfact_0_30*Hfact_0_31	-354960	A3c_69_29
1453	J_4_89	344	4	-305/2	B2c_31_29*target_b*Hfact_0_30*Hfact_0_31	-1242360	A3c_69_29
1454	J_5_88	484	4	-183	B2c_31_28*target_b*Hfact_0_30*Hfact_0_31	-3230136	A3c_69_29
1455	J_6_87	648	4	-427/2	B2c_31_27*target_b*Hfact_0_30*Hfact_0_31	-6460272	A3c_69_29
1456	J_7_86	856	4	-244	B2c_31_26*target_b*Hfact_0_30*Hfact_0_31	-63360	A3c_97_0
1457	J_8_85	1120	4	-549/2	B2c_47_13*target_b*Hfact_0_30*Hfact_0_31	-1077840	A3c_97_0
1458	J_9_84	1373	4	-515/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_29	-8629200	A3c_97_0
1459	J_10_83	1595	4	-481/2	B2c_47_13*target_b*Hfact_1_29*Hfact_1_30	-43182720	A3c_97_0
1460	J_11_82	1765	4	-447/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_28	-151286400	A3c_97_0
1461	J_12_81	1890	4	-413/2	B2c_47_13*target_b*Hfact_2_28*Hfact_2_29	-393785280	A3c_97_0
1462	J_13_80	1962	4	-379/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_27	-788598720	A3c_97_0
1463	J_14_79	1989	4	-345/2	B2c_47_13*target_b*Hfact_3_27*Hfact_3_28	-1241136000	A3c_97_0
1464	J_15_78	1984	4	-311/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_26	-1554284160	A3c_97_0
1465	J_16_77	1910	4	-277/2	B2c_47_13*target_b*Hfact_4_26*Hfact_4_27	-1557883584	A3c_97_0
1466	J_17_76	1684	4	-243/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_25	-1250517744	A3c_97_0
1467	J_18_75	1368	4	-209/2	B2c_47_13*target_b*Hfact_5_25*Hfact_5_26	-800903808	A3c_97_0
1468	J_19_74	1137	4	-175/2	B2c_47_13*target_b*Hfact_5_26*Hfact_6_24	-406486080	A3c_97_0
1469	J_20_73	901	4	-141/2	B2c_47_13*target_b*Hfact_6_24*Hfact_6_25	-162110592	A3c_97_0
1470	J_21_72	685	4	-107/2	B2c_47_13*target_b*Hfact_6_25*Hfact_7_23	-50259744	A3c_97_0
1471	J_22_71	498	4	-73/2	B2c_47_13*target_b*Hfact_7_23*Hfact_7_24	-11816064	A3c_97_0
1472	J_23_70	331	4	-39/2	B2c_47_13*target_b*Hfact_7_24*Hfact_8_22	-1937088	A3c_97_0
1473	J_24_69	193	4	-5/2	B2c_47_13*target_b*Hfact_8_22*Hfact_8_23	-166320	A3c_97_0
1474	J_25_68	8	2	-9/2	B2c_60_3^2	288	A3c_97_0
1475	J_0_94	17	3	-63/2	B2c_32_32*target_b*Hfact_0_30	-540	A3c_68_30
1476	J_1_93	44	4	-31	B2c_31_32*target_b*Hfact_0_31^2	-9180	A3c_68_30
1477	J_2_92	80	4	-93/2	B2c_31_31*target_b*Hfact_0_31^2	-73440	A3c_68_30
1478	J_3_91	147	4	-62	B2c_31_30*target_b*Hfact_0_31^2	-367200	A3c_68_30
1479	J_4_90	223	4	-155/2	B2c_31_29*target_b*Hfact_0_31^2	-1285200	A3c_68_30
1480	J_5_89	308	4	-93	B2c_31_28*target_b*Hfact_0_31^2	-3341520	A3c_68_30
1481	J_6_88	428	4	-217/2	B2c_31_27*target_b*Hfact_0_31^2	-6683040	A3c_68_30
1482	J_7_87	572	4	-124	B2c_31_26*target_b*Hfact_0_31^2	25344	A3c_96_1
1483	J_8_86	739	4	-279/2	B2c_47_13*target_b*Hfact_0_31^2	430272	A3c_96_1
1484	J_9_85	929	4	-262	B2c_47_13*target_b*Hfact_0_31*Hfact_1_30	3436992	A3c_96_1
1485	J_10_84	1093	4	-245/2	B2c_47_13*target_b*Hfact_1_30^2	17155584	A3c_96_1
1486	J_11_83	1198	4	-228	B2c_47_13*target_b*Hfact_1_30*Hfact_2_29	59927040	A3c_96_1
1487	J_12_82	1313	4	-211/2	B2c_47_13*target_b*Hfact_2_29^2	155457792	A3c_96_1
1488	J_13_81	1368	4	-194	B2c_47_13*target_b*Hfact_2_29*Hfact_3_28	310093056	A3c_96_1
1489	J_14_80	1381	4	-177/2	B2c_47_13*target_b*Hfact_3_28^2	485761536	A3c_96_1
1490	J_15_79	1366	4	-160	B2c_47_13*target_b*Hfact_3_28*Hfact_4_27	604910592	A3c_96_1
1491	J_16_78	1350	4	-143/2	B2c_47_13*target_b*Hfact_4_27^2	602206176	A3c_96_1
1492	J_17_77	1204	4	-126	B2c_47_13*target_b*Hfact_4_27*Hfact_5_26	479649600	A3c_96_1
1493	J_18_76	1023	4	-109/2	B2c_47_13*target_b*Hfact_5_26^2	305092224	A3c_96_1
1494	J_19_75	831	4	-92	B2c_47_13*target_b*Hfact_5_26*Hfact_6_25	154893312	A3c_96_1
1495	J_20_74	658	4	-75/2	B2c_47_13*target_b*Hfact_6_25^2	63104832	A3c_96_1
1496	J_21_73	508	4	-58	B2c_47_13*target_b*Hfact_6_25*Hfact_7_24	20774016	A3c_96_1
1497	J_22_72	377	4	-41/2	B2c_47_13*target_b*Hfact_7_24^2	5369472	A3c_96_1
1498	J_23_71	244	4	-24	B2c_47_13*target_b*Hfact_7_24*Hfact_8_23	933120	A3c_96_1
1499	J_24_70	156	4	-7/2	B2c_47_13*target_b*Hfact_8_23^2	57888	A3c_96_1
1500	J_25_69	29	3	-9	B2c_60_3^2*Hfact_8_22	-7296	A3c_96_1
1501	J_0_95	9	3	-32	B2c_32_32*target_b*Hfact_0_31	-558	A3c_67_31
1502	J_1_94	24	3	-63	B2c_31_32*target_b*Hfact_0_30	-9486	A3c_67_31
1503	J_2_93	49	3	-135	B2c_31_32*B2c_32_32*Hfact_0_30	-75888	A3c_67_31
1504	J_3_92	86	3	-87	B2c_31_32^2*Hfact_0_29	-379440	A3c_67_31
1505	J_4_91	133	3	-435/2	B2c_31_31*B2c_31_32*Hfact_0_29	-1328040	A3c_67_31
1506	J_5_90	192	3	-261/2	B2c_31_31^2*Hfact_0_29	-3452904	A3c_67_31
1507	J_6_89	261	3	-609/2	B2c_31_30*B2c_31_31*Hfact_0_29	-6905808	A3c_67_31
1508	J_7_88	348	3	-174	B2c_31_30^2*Hfact_0_29	-10851984	A3c_67_31
1509	J_8_87	463	3	-783/2	B2c_31_29*B2c_31_30*Hfact_0_29	-13564980	A3c_67_31
1510	J_9_86	585	3	-435/2	B2c_31_29^2*Hfact_0_29	-13564980	A3c_67_31
1511	J_10_85	699	3	-957/2	B2c_31_28*B2c_31_29*Hfact_0_29	-10851984	A3c_67_31
1512	J_11_84	793	3	-261	B2c_31_28^2*Hfact_0_29	-6905808	A3c_67_31
1513	J_12_83	864	3	-1131/2	B2c_31_27*B2c_31_28*Hfact_0_29	-3452904	A3c_67_31
1514	J_13_82	914	3	-609/2	B2c_31_27^2*Hfact_0_29	-1328040	A3c_67_31
1515	J_14_81	941	3	-1305/2	B2c_31_26*B2c_31_27*Hfact_0_29	-379440	A3c_67_31
1516	J_15_80	947	3	-348	B2c_31_26^2*Hfact_0_29	-75888	A3c_67_31
1517	J_16_79	942	3	-1479/2	B2c_31_26*B2c_47_13*Hfact_0_29	-9486	A3c_67_31
1518	J_17_78	884	3	-783/2	B2c_47_13^2*Hfact_0_29	-558	A3c_67_31
1519	J_18_77	755	3	-681/2	B2c_47_13^2*Hfact_1_28	-492	A3c_67_30
1520	J_19_76	626	3	-579/2	B2c_47_13^2*Hfact_2_27	-426	A3c_67_29
1521	J_20_75	507	3	-477/2	B2c_47_13^2*Hfact_3_26	-360	A3c_67_28
1522	J_21_74	399	3	-375/2	B2c_47_13^2*Hfact_4_25	-294	A3c_67_27
1523	J_22_73	302	3	-273/2	B2c_47_13^2*Hfact_5_24	-228	A3c_67_26
1524	J_23_72	216	3	-171/2	B2c_47_13^2*Hfact_6_23	-162	A3c_67_25
1525	J_24_71	141	3	-69/2	B2c_47_13^2*Hfact_7_22	-96	A3c_67_24
1526	J_25_70	67	3	6	B2c_47_13*B2c_60_3*Hfact_8_22	-30	A3c_67_23
1527	J_0_96	5	2	-99/2	B2c_32_32*B2c_33_32	-576	A3c_66_32
1528	J_1_95	12	3	-64	B2c_31_32*target_b*Hfact_0_31	-9792	A3c_66_32
1529	J_2_94	25	3	-279/2	B2c_31_32*B2c_32_32*Hfact_0_31	-78336	A3c_66_32
1530	J_3_93	45	3	-90	B2c_31_32^2*Hfact_0_30	-391680	A3c_66_32
