CONDITIONAL on EXACT-N	D	m	M_tuple	V_s	u	e	branch_type_count	distinct_weight_count	distinct_weights
CONDITIONAL on EXACT-N	120	80	-5,118	3	24	3	24	24	51/148,28/37,603/518,1104/703,585/296,2556/1073,3507/1258,1536/481,5859/1628,7260/1813,979/222,10512/2183,12363/2368,4788/851,16515/2738,18816/2923,7089/1036,23868/3293,26619/3478,3280/407,32571/3848,35772/4033,13041/1406,1152/119
CONDITIONAL on EXACT-N	120	80	-5,118	4	32	3	32	32	17/22,56/33,201/77,736/209,195/44,1704/319,1169/187,1024/143,1953/242,440/49,89/9,7008/649,4121/352,3192/253,5505/407,12544/869,2363/154,15912/979,8873/517,6560/363,987/52,2168/109,4347/209,28416/1309,15425/682,11128/473,18009/737,38752/1529,6931/264,44520/1639,23777/847,1536/53
CONDITIONAL on EXACT-N	120	80	5,118	3	24	3	24	24	45/136,38/51,549/476,504/323,535/272,1170/493,189/68,704/221,5373/1496,3330/833,2695/612,4824/1003,11349/2176,2198/391,15165/2516,8640/1343,383/56,10962/1513,24453/3196,4520/561,29925/3536,16434/1853,11983/1292,1152/119
CONDITIONAL on EXACT-N	120	80	5,118	4	32	3	32	32	135/182,152/91,1647/637,864/247,1605/364,1080/203,81/13,8448/1183,16119/2002,39960/4459,385/39,57888/5369,2619/224,3768/299,45495/3367,103680/7189,19533/1274,18792/1157,5643/329,18080/1001,12825/676,197208/9919,35949/1729,13824/637,18225/806,7080/301,148959/6097,45792/1807,19111/728,368280/13559,196695/7007,1536/53
CONDITIONAL on EXACT-N	120	80	15,118	3	24	3	24	24	39/124,68/93,495/434,48/31,485/248,2124/899,2919/1054,1280/403,4887/1364,6060/1519,2453/558,8784/1829,10335/1984,4004/713,13815/2294,15744/2449,5933/868,19980/2759,22287/2914,8240/1023,27279/3224,29964/3379,575/62,1152/119
CONDITIONAL on EXACT-N	120	80	15,118	4	32	3	32	32	117/166,136/83,1485/581,288/83,1455/332,12744/2407,8757/1411,7680/1079,14661/1826,36360/4067,2453/249,52704/4897,31005/2656,24024/1909,41445/3071,94464/6557,17799/1162,119880/7387,66861/3901,16480/913,81837/4316,179784/9047,1725/83,214272/9877,116325/5146,83928/3569,135837/5561,292320/11537,17429/664,335880/12367,179397/6391,1536/53
CONDITIONAL on EXACT-N	120	80	25,118	3	24	3	24	24	33/112,5/7,9/8,204/133,435/224,477/203,375/136,288/91,4401/1232,195/49,737/168,1980/413,9321/1792,129/23,12465/2072,3552/553,765/112,4509/623,20121/2632,620/77,3519/416,6765/763,9867/1064,1152/119
CONDITIONAL on EXACT-N	120	80	25,118	4	32	3	32	32	33/50,8/5,63/25,1632/475,87/20,3816/725,105/17,2304/325,4401/550,312/35,737/75,3168/295,9321/800,7224/575,2493/185,28416/1975,153/10,36072/2225,20121/1175,992/55,24633/1300,10824/545,9867/475,9216/425,1401/62,25272/1075,8181/335,88032/3475,5249/200,20232/745,7719/275,1536/53
CONDITIONAL on EXACT-N	120	80	35,118	3	24	3	24	24	27/100,52/75,387/350,144/95,77/40,1692/725,2331/850,1024/325,783/220,972/245,1969/450,7056/1475,8307/1600,28/5,2223/370,12672/1975,4777/700,16092/2225,3591/470,1328/165,21987/2600,24156/2725,8809/950,1152/119
CONDITIONAL on EXACT-N	120	80	35,118	4	32	3	32	32	81/134,104/67,1161/469,4320/1273,1155/268,10152/1943,6993/1139,6144/871,11745/1474,29160/3283,1969/201,42336/3953,24921/2144,840/67,33345/2479,76032/5293,14331/938,96552/5963,53865/3149,13280/737,65961/3484,144936/7303,26427/1273,172800/7973,93825/4154,67704/2881,109593/4489,235872/9313,14065/536,271080/9983,144801/5159,1536/53
CONDITIONAL on EXACT-N	120	80	45,118	3	24	3	24	24	21/88,2/3,333/308,312/209,335/176,738/319,2037/748,448/143,3429/968,2130/539,157/36,3096/649,663/128,1414/253,9765/1628,5568/869,4199/616,7074/979,15789/2068,2920/363,19341/2288,966/109,7751/836,1152/119
CONDITIONAL on EXACT-N	120	80	45,118	4	32	3	32	32	63/118,88/59,999/413,3744/1121,1005/236,8856/1711,6111/1003,5376/767,10287/1298,25560/2891,1727/177,37152/3481,21879/1888,16968/1357,29295/2183,66816/4661,12597/826,84888/5251,47367/2773,11680/649,58023/3068,127512/6431,23253/1121,152064/7021,82575/3658,59592/2537,96471/3953,207648/8201,12383/472,238680/8791,127503/4543,1536/53
CONDITIONAL on EXACT-N	120	80	55,118	3	24	3	24	24	15/76,12/19,279/266,528/361,15/8,1260/551,1743/646,768/247,2943/836,3660/931,165/38,5328/1121,6279/1216,2436/437,8415/1406,9600/1501,3621/532,12204/1691,717/94,1680/209,16695/1976,18348/2071,6693/722,1152/119
CONDITIONAL on EXACT-N	120	80	55,118	4	32	3	32	32	15/34,24/17,279/119,1056/323,285/68,2520/493,1743/289,1536/221,2943/374,7320/833,165/17,10656/1003,6279/544,4872/391,495/37,19200/1343,213/14,24408/1513,13623/799,3360/187,16695/884,36696/1853,6693/323,43776/2023,23775/1054,17160/731,27783/1139,59808/2363,3567/136,68760/2533,36735/1309,1536/53
CONDITIONAL on EXACT-N	120	80	65,118	3	24	3	24	24	9/64,7/12,225/224,27/19,235/128,9/4,1449/544,40/13,2457/704,765/196,1243/288,279/59,5265/1024,511/92,7065/1184,504/79,3043/448,2565/356,11457/1504,265/33,14049/1664,3861/436,5635/608,1152/119
CONDITIONAL on EXACT-N	120	80	65,118	4	32	3	32	32	27/86,56/43,675/301,2592/817,705/172,216/43,4347/731,3840/559,7371/946,18360/2107,1243/129,26784/2537,15795/1376,12264/989,21195/1591,48384/3397,9129/602,61560/3827,34371/2021,8480/473,42147/2236,92664/4687,16905/817,110592/5117,60075/2666,43368/1849,70227/2881,151200/5977,9019/344,173880/6407,92907/3311,1536/53
CONDITIONAL on EXACT-N	120	80	75,118	3	24	3	24	24	3/52,20/39,171/182,336/247,185/104,828/377,1155/442,512/169,1971/572,2460/637,77/18,3600/767,327/64,1652/299,5715/962,6528/1027,2465/364,8316/1157,9291/1222,3440/429,11403/1352,12540/1417,4577/494,1152/119
CONDITIONAL on EXACT-N	120	80	75,118	4	32	3	32	32	9/70,8/7,513/245,288/95,111/28,4968/1015,99/17,3072/455,5913/770,2952/343,143/15,4320/413,12753/1120,1416/115,3429/259,39168/2765,1479/98,7128/445,27873/1645,1376/77,4887/260,15048/763,13731/665,89856/4165,45/2,35256/1505,11421/469,17568/695,7337/280,28296/1043,75609/2695,1536/53
CONDITIONAL on EXACT-N	120	80	85,118	3	24	3	23	23	2/5,117/140,24/19,27/16,306/145,861/340,192/65,27/8,186/49,253/60,1368/295,3237/640,126/23,873/148,2496/395,1887/280,3186/445,1425/188,8,8757/1040,4818/545,3519/380,1152/119
CONDITIONAL on EXACT-N	120	80	85,118	4	32	3	31	31	8/9,13/7,160/57,15/4,136/29,287/51,256/39,15/2,1240/147,253/27,608/59,1079/96,280/23,485/37,3328/237,629/42,1416/89,2375/141,160/9,973/52,6424/327,391/19,2560/119,4175/186,3016/129,1629/67,10528/417,1885/72,4040/149,589/21,1536/53
CONDITIONAL on EXACT-N	120	80	95,118	3	24	3	23	23	4/21,9/14,144/133,85/56,396/203,81/34,256/91,999/308,180/49,517/126,1872/413,2223/448,124/23,3015/518,3456/553,187/28,4428/623,4959/658,1840/231,873/104,6732/763,2461/266,1152/119
CONDITIONAL on EXACT-N	120	80	95,118	4	32	3	31	31	8/19,27/19,864/361,255/76,2376/551,1701/323,1536/247,2997/418,1080/133,517/57,11232/1121,351/32,5208/437,9045/703,20736/1501,561/38,26568/1691,783/47,3680/209,18333/988,40392/2071,7383/361,6912/323,26325/1178,19032/817,30861/1273,66528/2641,3973/152,76680/2831,5859/209,1536/53
CONDITIONAL on EXACT-N	120	80	105,118	3	24	3	22	22	9/56,12/19,35/32,45/29,273/136,32/13,513/176,165/49,275/72,252/59,1209/256,119/23,45/8,480/79,731/112,621/89,2793/376,260/33,3465/416,957/109,1403/152,1152/119
CONDITIONAL on EXACT-N	120	80	105,118	4	32	3	30	30	27/77,288/209,105/44,1080/319,819/187,768/143,1539/242,360/49,25/3,6048/649,3627/352,2856/253,135/11,11520/869,2193/154,14904/979,8379/517,2080/121,945/52,2088/109,4209/209,27648/1309,15075/682,10920/473,17739/737,38304/1529,2291/88,44280/1639,23715/847,1536/53
CONDITIONAL on EXACT-N	120	80	115,118	3	24	3	16	16	27/44,60/49,11/6,144/59,195/64,84/23,315/74,384/79,153/28,540/89,627/94,80/11,63/8,924/109,345/38,1152/119
CONDITIONAL on EXACT-N	120	80	115,118	4	32	3	24	24	27/22,120/49,11/3,288/59,195/32,168/23,315/37,768/79,153/14,1080/89,627/47,160/11,63/4,1848/109,345/19,2304/119,1275/62,936/43,1539/67,3360/139,203/8,3960/149,2139/77,1536/53
CONDITIONAL on EXACT-N	120	80	-72,118	5	25	3	25	25	57/119,344/357,1206/833,624/323,575/238,10008/3451,978/289,352/91,5697/1309,28200/5831,814/153,40752/7021,11973/1904,2648/391,31950/4403,72768/9401,403/49,13176/1513,51414/5593,38000/3927,4491/442,138072/12971,25162/2261,164448/14161,375/31
CONDITIONAL on EXACT-N	120	80	-72,118	6	30	3	30	30	114/143,688/429,2412/1001,672/209,575/143,20016/4147,13692/2431,1088/169,11394/1573,56400/7007,1036/117,81504/8437,921/88,37072/3289,63900/5291,145536/11297,1054/77,184464/12727,9348/611,76000/4719,31437/1859,25104/1417,50324/2717,328896/17017,89250/4433,9904/473,208332/9581,448224/19877,20039/858,3600/149
CONDITIONAL on EXACT-N	120	80	-72,118	7	35	3	35	35	171/167,344/167,3618/1169,13104/3173,1725/334,30024/4843,20538/2839,17952/2171,17091/1837,84600/8183,5698/501,122256/9853,35919/2672,55608/3841,95850/6179,218304/13193,20553/1169,276696/14863,154242/7849,38000/1837,94311/4342,414216/18203,75486/3173,493344/19873,133875/5177,193128/7181,312498/11189,672336/23213,20039/668,772200/24883,412362/12859,292992/8851,233739/6847,992664/28223,1050/29
CONDITIONAL on EXACT-N	120	80	-64,118	5	25	3	25	25	9/19,164/171,192/133,696/361,275/114,84/29,1092/323,2864/741,909/209,4500/931,2728/513,6504/1121,1911/304,8876/1311,5100/703,11616/1501,3281/399,14724/1691,432/47,18200/1881,5019/494,22044/2071,12052/1083,26256/2261,375/31
CONDITIONAL on EXACT-N	120	80	-64,118	6	30	3	30	30	108/137,656/411,2304/959,8352/2603,550/137,19152/3973,13104/2329,11456/1781,10908/1507,54000/6713,10912/1233,78048/8083,5733/548,35504/3151,61200/5069,139392/10823,13124/959,176688/12193,98496/6439,72800/4521,30114/1781,264528/14933,48208/2603,315072/16303,85500/4247,123344/5891,199584/9179,429408/19043,9599/411,3600/149
CONDITIONAL on EXACT-N	120	80	-64,118	7	35	3	35	35	81/80,41/20,108/35,783/190,165/32,3591/580,2457/340,537/65,8181/880,2025/196,341/30,7317/590,17199/1280,6657/460,2295/148,6534/395,9843/560,33129/1780,4617/235,455/22,45171/2080,49599/2180,9039/380,14769/595,12825/496,23127/860,18711/670,40257/1390,9599/320,18495/596,49383/1540,8772/265,111969/3280,118881/3380,1050/29
CONDITIONAL on EXACT-N	120	80	-56,118	5	25	3	25	25	51/109,104/109,1098/763,3984/2071,525/218,9144/3161,6258/1853,5472/1417,5211/1199,25800/5341,1738/327,37296/6431,10959/1744,16968/2507,29250/4033,66624/8611,6273/763,84456/9701,47082/5123,11600/1199,28791/2834,126456/11881,23046/2071,150624/12971,375/31
CONDITIONAL on EXACT-N	120	80	-56,118	6	30	3	30	30	102/131,208/131,2196/917,7968/2489,525/131,18288/3799,12516/2227,10944/1703,10422/1441,51600/6419,3476/393,74592/7729,10959/1048,33936/3013,58500/4847,133248/10349,12546/917,168912/11659,94164/6157,23200/1441,28791/1703,252912/14279,46092/2489,301248/15589,81750/4061,117936/5633,190836/8777,410592/18209,6119/262,3600/149
CONDITIONAL on EXACT-N	120	80	-56,118	7	35	3	35	35	1,104/51,366/119,1328/323,175/34,3048/493,2086/289,1824/221,1737/187,8600/833,1738/153,12432/1003,3653/272,5656/391,9750/629,22208/1343,123/7,1656/89,15694/799,11600/561,9597/442,42152/1853,7682/323,50208/2023,13625/527,19656/731,31806/1139,68432/2363,6119/204,78600/2533,41974/1309,29824/901,23793/697,5944/169,1050/29
CONDITIONAL on EXACT-N	120	80	-48,118	5	25	3	25	25	6/13,37/39,261/182,474/247,125/52,1089/377,1491/442,652/169,621/143,3075/637,1243/234,342/59,201/32,2023/299,6975/962,7944/1027,748/91,10071/1157,11229/1222,4150/429,6867/676,15081/1417,5497/494,17964/1547,375/31
CONDITIONAL on EXACT-N	120	80	-48,118	6	30	3	30	30	96/125,592/375,2088/875,7584/2375,4,17424/3625,11928/2125,10432/1625,9936/1375,1968/245,9944/1125,71136/7375,2613/250,32368/2875,2232/185,127104/9875,11968/875,161136/11125,89832/5875,2656/165,27468/1625,241296/13625,43976/2375,287424/14875,624/31,112528/5375,182088/8375,391776/17375,8758/375,3600/149
CONDITIONAL on EXACT-N	120	80	-48,118	7	35	3	35	35	72/73,148/73,1566/511,5688/1387,375/73,13068/2117,8946/1241,7824/949,7452/803,36900/3577,2486/219,53352/4307,7839/584,24276/1679,41850/2701,95328/5767,8976/511,120852/6497,67374/3431,16600/803,20601/949,180972/7957,32982/1387,215568/8687,58500/2263,84396/3139,136566/4891,293832/10147,4379/146,337500/10877,180234/5621,128064/3869,102168/2993,433908/12337,1050/29
CONDITIONAL on EXACT-N	120	80	-32,118	5	25	3	25	25	21/47,44/47,468/329,1704/893,225/94,3924/1363,2688/799,2352/611,2241/517,11100/2303,748/141,16056/2773,4719/752,7308/1081,12600/1739,28704/3713,2703/329,36396/4183,20292/2209,5000/517,12411/1222,54516/5123,9936/893,64944/5593,375/31
CONDITIONAL on EXACT-N	120	80	-32,118	6	30	3	30	30	84/113,176/113,1872/791,6816/2147,450/113,15696/3277,10752/1921,9408/1469,8964/1243,44400/5537,2992/339,64224/6667,4719/452,29232/2599,50400/4181,114816/8927,10812/791,145584/10057,81168/5311,20000/1243,24822/1469,218064/12317,39744/2147,259776/13447,70500/3503,101712/4859,164592/7571,354144/15707,2639/113,3600/149
CONDITIONAL on EXACT-N	120	80	-32,118	7	35	3	35	35	21/22,2,234/77,852/209,225/44,1962/319,1344/187,1176/143,2241/242,5550/539,34/3,8028/649,429/32,3654/253,6300/407,14352/869,2703/154,18198/979,10146/517,2500/121,12411/572,2478/109,4968/209,2952/119,17625/682,12714/473,20574/737,44268/1529,2639/88,50850/1639,27156/847,19296/583,2799/82,65382/1859,1050/29
CONDITIONAL on EXACT-N	120	80	-24,118	5	25	3	25	25	39/89,248/267,126/89,3216/1691,425/178,7416/2581,5082/1513,4448/1157,4239/979,3000/623,4246/801,30384/5251,8931/1424,13832/2047,23850/3293,54336/7031,731/89,68904/7921,38418/4183,28400/2937,23499/2314,103224/9701,18814/1691,17568/1513,375/31
CONDITIONAL on EXACT-N	120	80	-24,118	6	30	3	30	30	78/107,496/321,252/107,6432/2033,425/107,14832/3103,10164/1819,8896/1391,8478/1177,6000/749,8492/963,60768/6313,8931/856,27664/2461,47700/3959,108672/8453,1462/107,137808/9523,76836/5029,56800/3531,23499/1391,206448/11663,37628/2033,35136/1819,66750/3317,96304/4601,155844/7169,335328/14873,14993/642,3600/149
CONDITIONAL on EXACT-N	120	80	-24,118	7	35	3	35	35	117/125,248/125,378/125,9648/2375,51/10,22248/3625,15246/2125,13344/1625,12717/1375,72/7,4246/375,91152/7375,26793/2000,41496/2875,2862/185,163008/9875,2193/125,206712/11125,115254/5875,1136/55,70497/3250,309672/13625,56442/2375,52704/2125,801/31,144456/5375,233766/8375,502992/17375,14993/500,23112/745,44082/1375,219264/6625,174933/5125,742968/21125,1050/29
CONDITIONAL on EXACT-N	120	80	-16,118	5	25	3	25	25	3/7,58/63,69/49,36/19,50/21,582/203,57/17,1048/273,333/77,1650/343,143/27,2388/413,351/56,466/69,1875/259,4272/553,1207/147,774/89,3021/329,6700/693,132/13,8118/763,4439/399,9672/833,375/31
CONDITIONAL on EXACT-N	120	80	-16,118	6	30	3	30	30	72/101,464/303,1656/707,6048/1919,400/101,13968/2929,9576/1717,8384/1313,7992/1111,39600/4949,8008/909,57312/5959,1053/101,26096/2323,45000/3737,102528/7979,9656/707,130032/8989,72504/4747,53600/3333,22176/1313,194832/11009,35512/1919,232128/12019,63000/3131,90896/4343,147096/6767,316512/14039,7076/303,3600/149
CONDITIONAL on EXACT-N	120	80	-16,118	7	35	3	35	35	54/59,116/59,1242/413,4536/1121,300/59,10476/1711,7182/1003,6288/767,5994/649,29700/2891,2002/177,42984/3481,3159/236,19572/1357,33750/2183,76896/4661,7242/413,97524/5251,54378/2773,13400/649,16632/767,146124/6431,26634/1121,174096/7021,47250/1829,68172/2537,110322/3953,237384/8201,1769/59,272700/8791,145638/4543,103488/3127,82566/2419,350676/9971,1050/29
CONDITIONAL on EXACT-N	120	80	-8,118	5	25	3	25	25	33/79,72/79,774/553,2832/1501,375/158,6552/2291,4494/1343,3936/1027,3753/869,18600/3871,418/79,26928/4661,7917/1264,12264/1817,21150/2923,48192/6241,4539/553,61128/7031,34086/3713,8400/869,20853/2054,91608/8611,16698/1501,109152/9401,375/31
CONDITIONAL on EXACT-N	120	80	-8,118	6	30	3	30	30	66/95,144/95,1548/665,5664/1805,75/19,13104/2755,8988/1615,7872/1235,7506/1045,7440/931,44/5,53856/5605,7917/760,24528/2185,8460/703,96384/7505,9078/665,122256/8455,3588/235,3360/209,20853/1235,183216/10355,33396/1805,218304/11305,11850/589,85488/4085,138348/6365,297696/13205,4437/190,3600/149
CONDITIONAL on EXACT-N	120	80	-8,118	7	35	3	35	35	33/37,72/37,774/259,2832/703,375/74,6552/1073,4494/629,3936/481,3753/407,18600/1813,418/37,26928/2183,7917/592,12264/851,21150/1369,48192/2923,4539/259,61128/3293,34086/1739,8400/407,20853/962,91608/4033,16698/703,109152/4403,29625/1147,42744/1591,69174/2479,148848/5143,4437/148,171000/5513,91326/2849,64896/1961,51777/1517,219912/6253,1050/29
CONDITIONAL on EXACT-N	120	80	8,118	5	25	3	25	25	9/23,8/9,222/161,816/437,325/138,1896/667,1302/391,3424/897,99/23,5400/1127,3278/621,7824/1357,2301/368,10696/1587,6150/851,14016/1817,3961/483,17784/2047,9918/1081,2000/207,6069/598,26664/2507,634/57,31776/2737,375/31
CONDITIONAL on EXACT-N	120	80	8,118	6	30	3	30	30	54/83,368/249,1332/581,4896/1577,325/83,11376/2407,7812/1411,6848/1079,594/83,32400/4067,6556/747,46944/4897,6903/664,21392/1909,36900/3071,84096/6557,7922/581,106704/7387,59508/3901,4000/249,18207/1079,159984/9047,29164/1577,190656/9877,51750/2573,74672/3569,120852/5561,260064/11537,11629/498,3600/149
CONDITIONAL on EXACT-N	120	80	8,118	7	35	3	35	35	81/97,184/97,1998/679,7344/1843,975/194,17064/2813,11718/1649,10272/1261,891/97,48600/4753,3278/291,70416/5723,20709/1552,32088/2231,55350/3589,126144/7663,11883/679,160056/8633,89262/4559,2000/97,54621/2522,239976/10573,43746/1843,285984/11543,77625/3007,112008/4171,181278/6499,390096/13483,11629/388,448200/14453,21762/679,170112/5141,135729/3977,576504/16393,1050/29
CONDITIONAL on EXACT-N	120	80	16,118	5	25	3	25	25	3/8,7/8,153/112,141/76,75/32,657/232,903/272,99/26,189/44,1875/392,253/48,1359/236,1599/256,1239/184,4275/592,609/79,459/56,6183/712,6897/752,425/44,4221/416,9273/872,3381/304,2763/238,375/31
CONDITIONAL on EXACT-N	120	80	16,118	6	30	3	30	30	48/77,16/11,1224/539,4512/1463,300/77,10512/2233,1032/187,576/91,864/121,30000/3773,184/21,43488/4543,1599/154,2832/253,34200/2849,11136/869,7344/539,98928/6853,5016/329,13600/847,2412/143,13488/763,3864/209,176832/9163,48000/2387,69264/3311,112104/5159,34464/1529,1798/77,3600/149
CONDITIONAL on EXACT-N	120	80	16,118	7	35	3	35	35	4/5,28/15,102/35,376/95,5,876/145,602/85,528/65,504/55,500/49,506/45,3624/295,533/40,1652/115,570/37,6496/395,612/35,8244/445,4598/235,680/33,1407/65,12364/545,2254/95,14736/595,800/31,5772/215,9342/335,20104/695,899/30,4620/149,12338/385,8768/265,6996/205,29716/845,1050/29
CONDITIONAL on EXACT-N	120	80	24,118	5	25	3	25	25	21/59,152/177,558/413,2064/1121,275/118,4824/1711,3318/1003,224/59,2781/649,13800/2891,2794/531,20016/3481,5889/944,9128/1357,15750/2183,35904/4661,3383/413,45576/5251,25422/2773,18800/1947,1197/118,68376/6431,12466/1121,81504/7021,375/31
CONDITIONAL on EXACT-N	120	80	24,118	6	30	3	30	30	42/71,304/213,1116/497,4128/1349,275/71,9648/2059,6636/1207,448/71,5562/781,27600/3479,5588/639,40032/4189,5889/568,18256/1633,31500/2627,71808/5609,6766/497,91152/6319,50844/3337,37600/2343,1197/71,136752/7739,24932/1349,163008/8449,44250/2201,63856/3053,103356/4757,222432/9869,9947/426,3600/149
CONDITIONAL on EXACT-N	120	80	24,118	7	35	3	35	35	63/83,152/83,1674/581,6192/1577,825/166,14472/2407,9954/1411,672/83,8343/913,41400/4067,2794/249,60048/4897,17667/1328,27384/1909,47250/3071,107712/6557,10149/581,136728/7387,76266/3901,18800/913,3591/166,205128/9047,37398/1577,244512/9877,66375/2573,95784/3569,155034/5561,333648/11537,9947/332,383400/12367,204786/6391,145536/4399,116127/3403,37944/1079,1050/29
CONDITIONAL on EXACT-N	120	80	32,118	5	25	3	25	25	1/3,68/81,4/3,104/57,125/54,244/87,56/17,1328/351,47/11,100/21,1276/243,1016/177,299/48,4172/621,800/111,608/79,221/27,772/89,1292/141,8600/891,791/78,3476/327,5704/513,592/51,375/31
CONDITIONAL on EXACT-N	120	80	32,118	6	30	3	30	30	36/65,272/195,144/65,288/95,50/13,8784/1885,6048/1105,5312/845,5076/715,720/91,5104/585,36576/3835,207/20,16688/1495,5760/481,65664/5135,68/5,83376/5785,46512/3055,6880/429,14238/845,125136/7085,22816/1235,21312/1105,8100/403,4496/215,94608/4355,203616/9035,4553/195,3600/149
CONDITIONAL on EXACT-N	120	80	32,118	7	35	3	35	35	27/38,34/19,54/19,1404/361,375/76,3294/551,2268/323,1992/247,3807/418,1350/133,638/57,13716/1121,8073/608,6258/437,10800/703,1296/79,663/38,31266/1691,918/47,4300/209,21357/988,46926/2071,8556/361,7992/323,30375/1178,21918/817,35478/1273,76356/2641,4553/152,87750/2831,6696/209,33312/1007,53163/1558,112914/3211,1050/29
CONDITIONAL on EXACT-N	120	80	48,118	5	25	3	25	25	3/11,26/33,9/7,372/209,25/11,882/319,609/187,536/143,513/121,2550/539,47/9,3708/649,273/44,154/23,2925/407,6672/869,629/77,8478/979,4731/517,3500/363,1449/143,1158/109,2323/209,15192/1309,375/31
CONDITIONAL on EXACT-N	120	80	48,118	6	30	3	30	30	24/53,208/159,792/371,2976/1007,200/53,7056/1537,4872/901,4288/689,4104/583,20400/2597,4136/477,29664/3127,546/53,13552/1219,23400/1961,53376/4187,5032/371,67824/4717,37848/2491,28000/1749,11592/689,101904/5777,18584/1007,121536/6307,33000/1643,47632/2279,77112/3551,165984/7367,3712/159,3600/149
CONDITIONAL on EXACT-N	120	80	48,118	7	35	3	35	35	18/31,52/31,594/217,72/19,150/31,5292/899,3654/527,3216/403,3078/341,15300/1519,1034/93,22248/1829,819/62,10164/713,17550/1147,40032/2449,3774/217,50868/2759,28386/1457,7000/341,8694/403,76428/3379,13938/589,91152/3689,24750/961,35724/1333,57834/2077,124488/4309,928/31,143100/4619,2466/77,54336/1643,43362/1271,184212/5239,1050/29
CONDITIONAL on EXACT-N	120	80	56,118	5	25	3	25	25	3/13,88/117,114/91,432/247,175/78,1032/377,42/13,1888/507,603/143,3000/637,1826/351,336/59,99/16,5992/897,3450/481,7872/1027,2227/273,10008/1157,5586/611,12400/1287,3423/338,15048/1417,8234/741,1056/91,375/31
